Date,Total Stakes,Total Paid,Profit
 Πέμπτη 9 Μαρτίου 2017,"5,125,238.00€","486,362.49€","4,638,875.51€"
 Κυριακή 5 Μαρτίου 2017,"2,827,435.00€","846,779.24€","1,980,655.76€"
 Πέμπτη 2 Μαρτίου 2017,"4,588,002.00€","461,300.78€","4,126,701.22€"
 Κυριακή 26 Φεβρουάριου 2017,"3,605,620.00€","773,570.61€","2,832,049.39€"
 Πέμπτη 23 Φεβρουάριου 2017,"3,755,353.00€","446,966.48€","3,308,386.52€"
 Κυριακή 19 Φεβρουάριου 2017,"3,846,847.00€","1,253,838.33€","2,593,008.67€"
 Πέμπτη 16 Φεβρουάριου 2017,"4,017,664.00€","1,226,508.42€","2,791,155.58€"
 Πέμπτη 9 Φεβρουάριου 2017,"20,143,417.00€","2,212,299.70€","17,931,117.30€"
 Κυριακή 5 Φεβρουάριου 2017,"17,350,176.00€","2,326,828.00€","15,023,348.00€"
 Πέμπτη 2 Φεβρουάριου 2017,"16,459,650.00€","2,203,553.50€","14,256,096.50€"
 Κυριακή 29 Ιανουαρίου 2017,"13,271,199.00€","1,482,771.15€","11,788,427.85€"
 Πέμπτη 26 Ιανουαρίου 2017,"11,816,087.00€","4,442,530.76€","7,373,556.24€"
 Κυριακή 22 Ιανουαρίου 2017,"9,691,135.00€","955,557.48€","8,735,577.52€"
 Πέμπτη 19 Ιανουαρίου 2017,"9,029,050.00€","1,018,507.80€","8,010,542.20€"
 Κυριακή 15 Ιανουαρίου 2017,"6,940,075.00€","644,215.79€","6,295,859.21€"
 Πέμπτη 12 Ιανουαρίου 2017,"6,692,612.00€","1,430,616.62€","5,261,995.38€"
 Κυριακή 8 Ιανουαρίου 2017,"5,284,868.00€","655,614.40€","4,629,253.60€"
 Πέμπτη 5 Ιανουαρίου 2017,"4,888,462.00€","451,828.97€","4,436,633.03€"
 Κυριακή 1 Ιανουαρίου 2017,"5,128,947.00€","1,447,085.36€","3,681,861.64€"
 Πέμπτη 29 Δεκέμβρη 2016,"5,635,365.00€","954,366.68€","4,680,998.32€"
 Σάββατο 24 Δεκέμβρη 2016,"4,405,871.00€","290,600.00€","4,115,271.00€"
 Πέμπτη 22 Δεκέμβρη 2016,"3,053,461.00€","407,062.38€","2,646,398.62€"
 Κυριακή 18 Δεκέμβρη 2016,"3,463,760.00€","407,398.38€","3,056,361.62€"
 Πέμπτη 15 Δεκέμβρη 2016,"5,047,655.00€","219,027.79€","4,828,627.21€"
 Κυριακή 11 Δεκέμβρη 2016,"4,450,985.00€","560,253.56€","3,890,731.44€"
 Πέμπτη 8 Δεκέμβρη 2016,"4,494,881.00€","678,785.90€","3,816,095.10€"
 Κυριακή 4 Δεκέμβρη 2016,"3,883,157.00€","472,552.06€","3,410,604.94€"
 Πέμπτη 1 Δεκέμβρη 2016,"3,846,171.00€","816,383.32€","3,029,787.68€"
 Κυριακή 27 Νοεμβρίου 2016,"3,337,128.00€","282,138.36€","3,054,989.64€"
 Πέμπτη 24 Νοεμβρίου 2016,"3,716,423.00€","2,176,256.70€","1,540,166.30€"
 Κυριακή 20 Νοεμβρίου 2016,"4,542,766.00€","226,605.68€","4,316,160.32€"
 Πέμπτη 17 Νοεμβρίου 2016,"4,623,624.00€","790,735.80€","3,832,888.20€"
 Κυριακή 13 Νοεμβρίου 2016,"3,698,080.00€","94,075.00€","3,604,005.00€"
 Πέμπτη 10 Νοεμβρίου 2016,"3,899,136.00€","5,815,111.40€","-1,915,975.40€"
 Κυριακή 6 Νοεμβρίου 2016,"21,327,061.00€","644,243.99€","20,682,817.01€"
 Πέμπτη 3 Νοεμβρίου 2016,"19,510,768.00€","1,992,541.51€","17,518,226.49€"
 Κυριακή 30 Οκτωβρίου 2016,"15,477,301.00€","2,850,004.92€","12,627,296.08€"
 Πέμπτη 27 Οκτωβρίου 2016,"12,388,085.00€","1,681,504.48€","10,706,580.52€"
 Κυριακή 23 Οκτωβρίου 2016,"10,493,672.00€","3,794,700.46€","6,698,971.54€"
 Πέμπτη 20 Οκτωβρίου 2016,"10,246,190.00€","1,071,354.00€","9,174,836.00€"
 Κυριακή 16 Οκτωβρίου 2016,"8,387,390.00€","1,138,257.88€","7,249,132.12€"
 Πέμπτη 13 Οκτωβρίου 2016,"7,622,359.00€","987,501.88€","6,634,857.12€"
 Πέμπτη 6 Οκτωβρίου 2016,"5,336,395.00€","612,805.65€","4,723,589.35€"
 Κυριακή 2 Οκτωβρίου 2016,"4,360,396.00€","364,301.30€","3,996,094.70€"
 Πέμπτη 29 Σεπτεμβρίου 2016,"4,360,396.00€","364,301.30€","3,996,094.70€"
 Κυριακή 25 Σεπτεμβρίου 2016,"3,533,189.00€","397,608.10€","3,135,580.90€"
 Πέμπτη 22 Σεπτεμβρίου 2016,"2,960,853.00€","303,448.74€","2,657,404.26€"
 Κυριακή 18 Σεπτεμβρίου 2016,"3,213,983.00€","367,636.25€","2,846,346.75€"
 Πέμπτη 15 Σεπτεμβρίου 2016,"3,213,983.00€","1,908,347.62€","1,305,635.38€"
 Κυριακή 11 Σεπτεμβρίου 2016,"3,737,126.00€","1,908,347.62€","1,828,778.38€"
 Πέμπτη 8 Σεπτεμβρίου 2016,"3,828,426.00€","505,011.34€","3,323,414.66€"
 Κυριακή 4 Σεπτεμβρίου 2016,"3,081,993.00€","1,151,340.24€","1,930,652.76€"
 Πέμπτη 1 Σεπτεμβρίου 2016,"3,315,035.00€","240,349.18€","3,074,685.82€"
 Κυριακή 28 Αυγούστου 2016,"3,073,354.00€","3,756,678.89€","-683,324.89€"
 Πέμπτη 25 Αυγούστου 2016,"5,889,331.00€","198,458.17€","5,690,872.83€"
 Κυριακή 21 Αυγούστου 2016,"4,903,075.00€","632,943.84€","4,270,131.16€"
 Πέμπτη 18 Αυγούστου 2016,"4,413,233.00€","860,372.48€","3,552,860.52€"
 Κυριακή 14 Αυγούστου 2016,"3,566,235.00€","669,291.11€","2,896,943.89€"
 Πέμπτη 11 Αυγούστου 2016,"3,555,790.00€","316,228.00€","3,239,562.00€"
 Κυριακή 7 Αυγούστου 2016,"2,941,800.00€","339,416.65€","2,602,383.35€"
 Πέμπτη 4 Αυγούστου 2016,"3,032,564.00€","309,275.49€","2,723,288.51€"
 Κυριακή 31 Ιουλίου 2016,"2,900,271.00€","333,463.07€","2,566,807.93€"
 Πέμπτη 28 Ιουλίου 2016,"4,506,654.00€","392,646.57€","4,114,007.43€"
 Κυριακή 24 Ιουλίου 2016,"3,838,058.00€","506,506.57€","3,331,551.43€"
 Πέμπτη 21 Ιουλίου 2016,"3,524,033.00€","420,401.10€","3,103,631.90€"
 Κυριακή 17 Ιουλίου 2016,"2,943,799.00€","291,443.14€","2,652,355.86€"
 Πέμπτη 14 Ιουλίου 2016,"3,106,983.00€","2,288,263.63€","818,719.37€"
 Κυριακή 10 Ιουλίου 2016,"2,792,359.00€","862,815.00€","1,929,544.00€"
 Πέμπτη 7 Ιουλίου 2016,"3,077,067.00€","363,285.21€","2,713,781.79€"
 Κυριακή 3 Ιουλίου 2016,"3,615,775.00€","48,719.00€","3,567,056.00€"
 Πέμπτη 30 Ιουνίου 2016,"3,248,409.00€","286,459.50€","2,961,949.50€"
 Κυριακή 26 Ιουνίου 2016,"2,981,085.00€","332,465.80€","2,648,619.20€"
 Πέμπτη 23 Ιουνίου 2016,"4,803,661.00€","6,842,868.75€","-2,039,207.75€"
 Κυριακή 19 Ιουνίου 2016,"4,143,633.00€","521,066.74€","3,622,566.26€"
 Πέμπτη 16 Ιουνίου 2016,"3,911,045.00€","455,301.22€","3,455,743.78€"
 Κυριακή 12 Ιουνίου 2016,"3,683,858.00€","302,549.11€","3,381,308.89€"
 Πέμπτη 9 Ιουνίου 2016,"3,840,211.00€","882,422.22€","2,957,788.78€"
 Κυριακή 5 Ιουνίου 2016,"3,367,350.00€","425,271.96€","2,942,078.04€"
 Πέμπτη 2 Ιουνίου 2016,"3,562,338.00€","402,558.53€","3,159,779.47€"
 Κυριακή 29 Μαΐου 2016,"4,595,992.00€","2,799,681.92€","1,796,310.08€"
 Πέμπτη 26 Μαΐου 2016,"4,594,752.00€","466,151.95€","4,128,600.05€"
 Κυριακή 22 Μαΐου 2016,"3,771,400.00€","668,511.54€","3,102,888.46€"
 Πέμπτη 19 Μαΐου 2016,"3,604,493.00€","105,845.50€","3,498,647.50€"
 Κυριακή 15 Μαΐου 2016,"14,552,269.00€","12,082,684.63€","2,469,584.37€"
 Πέμπτη 12 Μαΐου 2016,"14,552,269.00€","12,082,684.63€","2,469,584.37€"
 Κυριακή 8 Μαΐου 2016,"11,777,173.00€","1,208,399.90€","10,568,773.10€"
 Πέμπτη 5 Μαΐου 2016,"10,608,866.00€","1,233,170.82€","9,375,695.18€"
 Σάββατο 30 Απρίλη 2016,"8,875,921.00€","961,985.54€","7,913,935.46€"
 Τετάρτη 27 Απρίλη 2016,"5,874,555.00€","1,469,399.42€","4,405,155.58€"
 Κυριακή 24 Απρίλη 2016,"6,129,167.00€","677,523.40€","5,451,643.60€"
 Πέμπτη 21 Απρίλη 2016,"6,526,771.00€","1,389,833.46€","5,136,937.54€"
 Κυριακή 17 Απρίλη 2016,"5,287,401.00€","712,685.99€","4,574,715.01€"
 Πέμπτη 14 Απρίλη 2016,"5,455,309.00€","463,169.60€","4,992,139.40€"
 Κυριακή 10 Απρίλη 2016,"4,724,592.00€","717,620.92€","4,006,971.08€"
 Πέμπτη 7 Απρίλη 2016,"4,743,282.00€","163,545.50€","4,579,736.50€"
 Κυριακή 3 Απρίλη 2016,"3,819,631.00€","289,077.00€","3,530,554.00€"
 Πέμπτη 31 Μαρτίου 2016,"4,014,089.00€","594,873.80€","3,419,215.20€"
 Κυριακή 27 Μαρτίου 2016,"3,263,653.00€","335,372.38€","2,928,280.62€"
 Πέμπτη 24 Μαρτίου 2016,"3,238,164.00€","266,794.78€","2,971,369.22€"
 Κυριακή 20 Μαρτίου 2016,"4,262,868.00€","577,311.91€","3,685,556.09€"
 Πέμπτη 17 Μαρτίου 2016,"4,262,868.00€","687,032.31€","3,575,835.69€"
 Κυριακή 13 Μαρτίου 2016,"3,416,605.00€","95,676.00€","3,320,929.00€"
 Πέμπτη 10 Μαρτίου 2016,"3,325,820.00€","309,647.00€","3,016,173.00€"
 Κυριακή 6 Μαρτίου 2016,"3,074,242.00€","446,168.21€","2,628,073.79€"
 Πέμπτη 3 Μαρτίου 2016,"4,364,834.00€","515,374.04€","3,849,459.96€"
 Κυριακή 28 Φεβρουάριου 2016,"3,786,274.00€","491,275.62€","3,294,998.38€"
 Κυριακή 21 Φεβρουάριου 2016,"3,152,103.00€","483,399.56€","2,668,703.44€"
 Πέμπτη 18 Φεβρουάριου 2016,"4,398,870.00€","360,526.06€","4,038,343.94€"
 Κυριακή 14 Φεβρουάριου 2016,"3,706,485.00€","723,111.12€","2,983,373.88€"
 Πέμπτη 11 Φεβρουάριου 2016,"3,921,606.00€","300,964.00€","3,620,642.00€"
 Κυριακή 7 Φεβρουάριου 2016,"3,403,324.00€","3,298,665.52€","104,658.48€"
 Πέμπτη 4 Φεβρουάριου 2016,"5,474,944.00€","4,459,700.82€","1,015,243.18€"
 Κυριακή 31 Ιανουαρίου 2016,"3,103,230.00€","376,725.42€","2,726,504.58€"
 Πέμπτη 28 Ιανουαρίου 2016,"4,884,931.00€","1,194,957.41€","3,689,973.59€"
 Κυριακή 24 Ιανουαρίου 2016,"3,989,232.00€","99,968.00€","3,889,264.00€"
 Πέμπτη 21 Ιανουαρίου 2016,"3,794,674.00€","445,385.50€","3,349,288.50€"
 Κυριακή 17 Ιανουαρίου 2016,"3,424,590.00€","2,258,298.34€","1,166,291.66€"
 Πέμπτη 14 Ιανουαρίου 2016,"6,374,720.00€","302,728.54€","6,071,991.46€"
 Κυριακή 10 Ιανουαρίου 2016,"5,383,733.00€","3,768,180.86€","1,615,552.14€"
 Πέμπτη 7 Ιανουαρίου 2016,"5,542,190.00€","126,363.00€","5,415,827.00€"
 Κυριακή 3 Ιανουαρίου 2016,"4,478,738.00€","330,432.50€","4,148,305.50€"
 Πέμπτη 31 Δεκέμβρη 2015,"3,967,301.00€","337,578.00€","3,629,723.00€"
 Κυριακή 27 Δεκέμβρη 2015,"5,175,044.00€","454,837.00€","4,720,207.00€"
 Πέμπτη 24 Δεκέμβρη 2015,"3,814,331.00€","406,174.74€","3,408,156.26€"
 Κυριακή 20 Δεκέμβρη 2015,"4,292,622.00€","2,307,283.68€","1,985,338.32€"
 Πέμπτη 17 Δεκέμβρη 2015,"4,266,116.00€","329,660.85€","3,936,455.15€"
 Κυριακή 13 Δεκέμβρη 2015,"3,679,104.00€","486,147.35€","3,192,956.65€"
 Πέμπτη 10 Δεκέμβρη 2015,"22,169,174.00€","578,870.24€","21,590,303.76€"
 Κυριακή 6 Δεκέμβρη 2015,"20,264,479.00€","3,431,842.58€","16,832,636.42€"
 Πέμπτη 3 Δεκέμβρη 2015,"19,152,860.00€","2,036,490.92€","17,116,369.08€"
 Κυριακή 29 Νοεμβρίου 2015,"15,036,536.00€","2,222,878.70€","12,813,657.30€"
 Πέμπτη 26 Νοεμβρίου 2015,"12,568,259.00€","1,837,511.44€","10,730,747.56€"
 Πέμπτη 19 Νοεμβρίου 2015,"8,184,050.00€","725,336.44€","7,458,713.56€"
 Κυριακή 15 Νοεμβρίου 2015,"6,484,344.00€","999,977.75€","5,484,366.25€"
 Πέμπτη 12 Νοεμβρίου 2015,"6,470,948.00€","1,062,647.08€","5,408,300.92€"
 Κυριακή 8 Νοεμβρίου 2015,"5,246,877.00€","3,888,726.54€","1,358,150.46€"
 Πέμπτη 5 Νοεμβρίου 2015,"5,137,934.00€","118,413.00€","5,019,521.00€"
 Κυριακή 1 Νοεμβρίου 2015,"4,500,939.00€","340,554.50€","4,160,384.50€"
 Πέμπτη 29 Οκτωβρίου 2015,"4,573,702.00€","722,887.32€","3,850,814.68€"
 Κυριακή 25 Οκτωβρίου 2015,"3,665,442.00€","133,715.00€","3,531,727.00€"
 Πέμπτη 22 Οκτωβρίου 2015,"3,822,552.00€","378,735.50€","3,443,816.50€"
 Κυριακή 18 Οκτωβρίου 2015,"3,067,525.00€","484,777.46€","2,582,747.54€"
 Πέμπτη 15 Οκτωβρίου 2015,"3,386,146.00€","436,229.08€","2,949,916.92€"
 Κυριακή 11 Οκτωβρίου 2015,"8,513,299.00€","305,327.70€","8,207,971.30€"
 Πέμπτη 8 Οκτωβρίου 2015,"8,408,970.00€","2,698,710.62€","5,710,259.38€"
 Κυριακή 4 Οκτωβρίου 2015,"6,684,546.00€","960,991.66€","5,723,554.34€"
 Πέμπτη 1 Οκτωβρίου 2015,"6,432,333.00€","870,536.20€","5,561,796.80€"
 Κυριακή 27 Σεπτεμβρίου 2015,"5,261,905.00€","3,319,479.30€","1,942,425.70€"
 Πέμπτη 24 Σεπτεμβρίου 2015,"4,169,167.00€","552,910.64€","3,616,256.36€"
 Κυριακή 20 Σεπτεμβρίου 2015,"4,169,167.00€","570,599.85€","3,598,567.15€"
 Πέμπτη 17 Σεπτεμβρίου 2015,"4,041,096.00€","919,211.55€","3,121,884.45€"
 Κυριακή 13 Σεπτεμβρίου 2015,"3,553,061.00€","303,304.50€","3,249,756.50€"
 Κυριακή 6 Σεπτεμβρίου 2015,"3,083,026.00€","376,899.90€","2,706,126.10€"
 Κυριακή 30 Αυγούστου 2015,"4,749,018.00€","530,620.71€","4,218,397.29€"
 Πέμπτη 27 Αυγούστου 2015,"4,333,162.00€","553,919.92€","3,779,242.08€"
 Κυριακή 23 Αυγούστου 2015,"3,766,012.00€","736,363.50€","3,029,648.50€"
 Πέμπτη 20 Αυγούστου 2015,"3,251,258.00€","385,420.26€","2,865,837.74€"
 Κυριακή 16 Αυγούστου 2015,"3,081,348.00€","477,662.22€","2,603,685.78€"
 Πέμπτη 13 Αυγούστου 2015,"2,683,009.00€","333,841.60€","2,349,167.40€"
 Κυριακή 9 Αυγούστου 2015,"4,056,065.00€","35,744.00€","4,020,321.00€"
 Πέμπτη 6 Αυγούστου 2015,"3,776,812.00€","307,985.50€","3,468,826.50€"
 Κυριακή 2 Αυγούστου 2015,"3,178,758.00€","393,201.04€","2,785,556.96€"
 Πέμπτη 30 Ιουλίου 2015,"3,202,818.00€","505,704.04€","2,697,113.96€"
 Κυριακή 26 Ιουλίου 2015,"10,699,077.00€","458,470.72€","10,240,606.28€"
 Πέμπτη 23 Ιουλίου 2015,"8,980,239.00€","2,333,300.70€","6,646,938.30€"
 Κυριακή 19 Ιουλίου 2015,"7,672,801.00€","681,722.78€","6,991,078.22€"
 Πέμπτη 16 Ιουλίου 2015,"7,173,027.00€","1,420,005.25€","5,753,021.75€"
 Κυριακή 12 Ιουλίου 2015,"6,036,451.00€","855,323.22€","5,181,127.78€"
 Πέμπτη 9 Ιουλίου 2015,"5,475,271.00€","621,933.22€","4,853,337.78€"
 Κυριακή 5 Ιουλίου 2015,"3,888,713.00€","676,159.60€","3,212,553.40€"
 Πέμπτη 2 Ιουλίου 2015,"4,009,127.00€","759,367.68€","3,249,759.32€"
 Κυριακή 28 Ιουνίου 2015,"3,937,766.00€","991,307.14€","2,946,458.86€"
 Πέμπτη 25 Ιουνίου 2015,"6,294,075.00€","547,387.84€","5,746,687.16€"
 Κυριακή 21 Ιουνίου 2015,"6,033,010.00€","1,562,747.82€","4,470,262.18€"
 Πέμπτη 18 Ιουνίου 2015,"5,943,030.00€","497,521.24€","5,445,508.76€"
 Κυριακή 14 Ιουνίου 2015,"5,126,468.00€","831,152.85€","4,295,315.15€"
 Πέμπτη 11 Ιουνίου 2015,"4,874,100.00€","665,974.71€","4,208,125.29€"
 Κυριακή 7 Ιουνίου 2015,"4,334,329.00€","112,833.00€","4,221,496.00€"
 Πέμπτη 4 Ιουνίου 2015,"3,921,003.00€","254,737.50€","3,666,265.50€"
 Κυριακή 31 Μαΐου 2015,"3,397,004.00€","1,059,471.84€","2,337,532.16€"
 Πέμπτη 28 Μαΐου 2015,"21,219,551.00€","702,983.20€","20,516,567.80€"
 Κυριακή 24 Μαΐου 2015,"17,424,326.00€","1,958,493.34€","15,465,832.66€"
 Πέμπτη 21 Μαΐου 2015,"12,482,393.00€","2,289,788.22€","10,192,604.78€"
 Κυριακή 17 Μαΐου 2015,"9,138,763.00€","1,956,045.86€","7,182,717.14€"
 Πέμπτη 14 Μαΐου 2015,"6,883,375.00€","1,187,199.97€","5,696,175.03€"
 Κυριακή 10 Μαΐου 2015,"5,215,027.00€","743,791.72€","4,471,235.28€"
 Πέμπτη 7 Μαΐου 2015,"5,223,626.00€","810,047.44€","4,413,578.56€"
 Κυριακή 3 Μαΐου 2015,"4,263,395.00€","451,918.72€","3,811,476.28€"
 Πέμπτη 30 Απρίλη 2015,"3,994,242.00€","343,883.04€","3,650,358.96€"
 Κυριακή 26 Απρίλη 2015,"3,539,123.00€","370,576.82€","3,168,546.18€"
 Πέμπτη 23 Απρίλη 2015,"3,376,301.00€","804,215.02€","2,572,085.98€"
 Κυριακή 19 Απρίλη 2015,"2,982,517.00€","412,563.83€","2,569,953.17€"
 Πέμπτη 16 Απρίλη 2015,"4,882,840.00€","151,716.36€","4,731,123.64€"
 Σάββατο 11 Απρίλη 2015,"3,706,877.00€","756,733.15€","2,950,143.85€"
 Τετάρτη 8 Απρίλη 2015,"2,779,459.00€","443,646.98€","2,335,812.02€"
 Κυριακή 5 Απρίλη 2015,"2,789,141.00€","231,680.58€","2,557,460.42€"
 Πέμπτη 2 Απρίλη 2015,"3,506,514.00€","571,319.18€","2,935,194.82€"
 Κυριακή 29 Μαρτίου 2015,"3,161,089.00€","744,860.03€","2,416,228.97€"
 Πέμπτη 26 Μαρτίου 2015,"3,443,831.00€","99,188.99€","3,344,642.01€"
 Κυριακή 22 Μαρτίου 2015,"2,575,559.00€","1,075,777.25€","1,499,781.75€"
 Πέμπτη 19 Μαρτίου 2015,"3,300,263.00€","698,725.00€","2,601,538.00€"
 Κυριακή 15 Μαρτίου 2015,"3,017,799.00€","271,181.32€","2,746,617.68€"
 Πέμπτη 12 Μαρτίου 2015,"4,929,359.00€","514,709.46€","4,414,649.54€"
 Κυριακή 8 Μαρτίου 2015,"3,997,413.00€","81,812.00€","3,915,601.00€"
 Πέμπτη 5 Μαρτίου 2015,"4,153,072.00€","333,548.00€","3,819,524.00€"
 Κυριακή 1 Μαρτίου 2015,"3,400,499.00€","503,373.08€","2,897,125.92€"
 Πέμπτη 26 Φεβρουάριου 2015,"3,650,217.00€","451,819.36€","3,198,397.64€"
 Κυριακή 22 Φεβρουάριου 2015,"3,106,451.00€","8,006,660.17€","-4,900,209.17€"
 Πέμπτη 19 Φεβρουάριου 2015,"6,131,041.00€","410,526.88€","5,720,514.12€"
 Κυριακή 15 Φεβρουάριου 2015,"5,322,743.00€","487,431.20€","4,835,311.80€"
 Πέμπτη 12 Φεβρουάριου 2015,"5,486,382.00€","575,150.22€","4,911,231.78€"
 Κυριακή 8 Φεβρουάριου 2015,"4,444,029.00€","1,273,977.51€","3,170,051.49€"
 Πέμπτη 5 Φεβρουάριου 2015,"4,762,144.00€","1,557,533.40€","3,204,610.60€"
 Κυριακή 1 Φεβρουάριου 2015,"4,097,523.00€","81,638.50€","4,015,884.50€"
 Πέμπτη 29 Ιανουαρίου 2015,"3,990,867.00€","259,348.00€","3,731,519.00€"
 Κυριακή 25 Ιανουαρίου 2015,"3,318,982.00€","3,956,129.58€","-637,147.58€"
 Πέμπτη 22 Ιανουαρίου 2015,"6,353,256.00€","5,113,414.48€","1,239,841.52€"
 Κυριακή 18 Ιανουαρίου 2015,"5,734,693.00€","544,323.02€","5,190,369.98€"
 Κυριακή 11 Ιανουαρίου 2015,"4,960,547.00€","700,593.20€","4,259,953.80€"
 Πέμπτη 8 Ιανουαρίου 2015,"4,753,997.00€","1,838,215.98€","2,915,781.02€"
 Κυριακή 4 Ιανουαρίου 2015,"3,937,137.00€","398,846.06€","3,538,290.94€"
 Πέμπτη 1 Ιανουαρίου 2015,"3,699,496.00€","616,796.63€","3,082,699.37€"
 Κυριακή 28 Δεκέμβρη 2014,"4,252,421.00€","449,018.63€","3,803,402.37€"
 Τετάρτη 24 Δεκέμβρη 2014,"5,127,722.00€","56,683.00€","5,071,039.00€"
 Κυριακή 21 Δεκέμβρη 2014,"4,612,335.00€","330,107.50€","4,282,227.50€"
 Πέμπτη 18 Δεκέμβρη 2014,"4,043,826.00€","98,024.00€","3,945,802.00€"
 Κυριακή 14 Δεκέμβρη 2014,"3,531,794.00€","6,540,844.06€","-3,009,050.06€"
 Πέμπτη 11 Δεκέμβρη 2014,"3,958,708.00€","3,009,171.23€","949,536.77€"
 Κυριακή 7 Δεκέμβρη 2014,"7,092,214.00€","50,922.00€","7,041,292.00€"
 Πέμπτη 4 Δεκέμβρη 2014,"7,115,637.00€","590,283.00€","6,525,354.00€"
 Κυριακή 30 Νοεμβρίου 2014,"6,643,128.00€","667,404.30€","5,975,723.70€"
 Πέμπτη 27 Νοεμβρίου 2014,"6,639,735.00€","854,711.25€","5,785,023.75€"
 Κυριακή 23 Νοεμβρίου 2014,"5,612,552.00€","776,386.40€","4,836,165.60€"
 Πέμπτη 20 Νοεμβρίου 2014,"5,354,073.00€","1,636,090.75€","3,717,982.25€"
 Κυριακή 16 Νοεμβρίου 2014,"4,681,217.00€","549,398.28€","4,131,818.72€"
 Πέμπτη 13 Νοεμβρίου 2014,"4,353,341.00€","480,976.84€","3,872,364.16€"
 Κυριακή 9 Νοεμβρίου 2014,"4,075,264.00€","388,203.48€","3,687,060.52€"
 Πέμπτη 6 Νοεμβρίου 2014,"4,222,598.00€","9,703,476.18€","-5,480,878.18€"
 Κυριακή 2 Νοεμβρίου 2014,"39,329,602.00€","1,160,910.46€","38,168,691.54€"
 Πέμπτη 30 Οκτωβρίου 2014,"30,277,569.00€","3,579,208.55€","26,698,360.45€"
 Κυριακή 26 Οκτωβρίου 2014,"22,447,755.00€","2,709,597.60€","19,738,157.40€"
 Πέμπτη 23 Οκτωβρίου 2014,"16,107,816.00€","2,950,094.14€","13,157,721.86€"
 Κυριακή 19 Οκτωβρίου 2014,"12,805,970.00€","2,215,988.90€","10,589,981.10€"
 Πέμπτη 16 Οκτωβρίου 2014,"11,222,097.00€","1,747,715.26€","9,474,381.74€"
 Κυριακή 12 Οκτωβρίου 2014,"9,174,460.00€","995,496.82€","8,178,963.18€"
 Πέμπτη 9 Οκτωβρίου 2014,"8,646,620.00€","1,102,446.30€","7,544,173.70€"
 Κυριακή 5 Οκτωβρίου 2014,"6,500,906.00€","870,043.25€","5,630,862.75€"
 Πέμπτη 2 Οκτωβρίου 2014,"5,936,424.00€","1,065,766.44€","4,870,657.56€"
 Κυριακή 28 Σεπτεμβρίου 2014,"5,133,105.00€","122,501.50€","5,010,603.50€"
 Πέμπτη 25 Σεπτεμβρίου 2014,"4,537,787.00€","306,366.00€","4,231,421.00€"
 Κυριακή 21 Σεπτεμβρίου 2014,"3,824,605.00€","64,505.00€","3,760,100.00€"
 Πέμπτη 18 Σεπτεμβρίου 2014,"3,130,214.00€","267,337.00€","2,862,877.00€"
 Κυριακή 14 Σεπτεμβρίου 2014,"2,814,891.00€","285,301.00€","2,529,590.00€"
 Πέμπτη 11 Σεπτεμβρίου 2014,"3,023,988.00€","263,073.00€","2,760,915.00€"
 Κυριακή 7 Σεπτεμβρίου 2014,"2,933,386.00€","38,024.50€","2,895,361.50€"
 Πέμπτη 4 Σεπτεμβρίου 2014,"3,128,150.00€","2,694,862.30€","433,287.70€"
 Κυριακή 31 Αυγούστου 2014,"2,982,908.00€","1,615,895.74€","1,367,012.26€"
 Πέμπτη 28 Αυγούστου 2014,"3,337,957.00€","282,593.92€","3,055,363.08€"
 Κυριακή 24 Αυγούστου 2014,"3,059,648.00€","282,518.48€","2,777,129.52€"
 Πέμπτη 21 Αυγούστου 2014,"13,437,140.00€","10,818,694.38€","2,618,445.62€"
 Κυριακή 17 Αυγούστου 2014,"10,830,853.00€","1,745,618.14€","9,085,234.86€"
 Πέμπτη 14 Αυγούστου 2014,"7,123,330.00€","927,647.48€","6,195,682.52€"
 Κυριακή 10 Αυγούστου 2014,"7,125,093.00€","776,940.54€","6,348,152.46€"
 Πέμπτη 7 Αυγούστου 2014,"6,115,671.00€","674,717.40€","5,440,953.60€"
 Κυριακή 3 Αυγούστου 2014,"5,701,448.00€","146,525.50€","5,554,922.50€"
 Πέμπτη 31 Ιουλίου 2014,"5,231,670.00€","459,082.00€","4,772,588.00€"
 Κυριακή 27 Ιουλίου 2014,"4,608,708.00€","406,739.50€","4,201,968.50€"
 Πέμπτη 24 Ιουλίου 2014,"3,988,085.00€","353,166.00€","3,634,919.00€"
 Κυριακή 20 Ιουλίου 2014,"3,595,165.00€","444,136.18€","3,151,028.82€"
 Πέμπτη 17 Ιουλίου 2014,"3,372,279.00€","566,447.15€","2,805,831.85€"
 Κυριακή 13 Ιουλίου 2014,"3,049,365.00€","384,084.73€","2,665,280.27€"
 Πέμπτη 10 Ιουλίου 2014,"2,707,047.00€","453,152.44€","2,253,894.56€"
 Κυριακή 6 Ιουλίου 2014,"2,516,406.00€","419,955.64€","2,096,450.36€"
 Πέμπτη 3 Ιουλίου 2014,"2,637,359.00€","382,717.71€","2,254,641.29€"
 Κυριακή 29 Ιουνίου 2014,"4,007,790.00€","178,389.49€","3,829,400.51€"
 Πέμπτη 26 Ιουνίου 2014,"3,815,683.00€","767,736.92€","3,047,946.08€"
 Κυριακή 22 Ιουνίου 2014,"3,252,911.00€","75,555.50€","3,177,355.50€"
 Πέμπτη 19 Ιουνίου 2014,"3,211,490.00€","182,291.50€","3,029,198.50€"
